,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,KM/yr
4756,Audi A6 2.7 TDI,Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,11.5,2693.08
4757,Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.99,4509.53
4758,Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,3.71,6357.14
4759,Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,2.0,4705.88
4760,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.48,7804.6
4761,Maruti Wagon R LXI,Jaipur,2004,62000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,3263.16
4762,Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,Diesel,Manual,First,19.67,1582.0,126.2,5.0,10.9,9755.75
4763,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,5.5,4300.0
4764,Hyundai EON D Lite Plus,Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.71,9232.0
4765,Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.25,7688.0
4766,Volkswagen Vento Diesel Highline,Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.9,5000.0
4767,Honda City 1.5 GXI,Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,1.1,4500.0
4768,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.72,5247.57
4770,Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.85,6146.0
4771,Hyundai Santa Fe 4X2,Jaipur,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,12.25,7400.0
4772,Maruti Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9,5222.22
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.28,6243.33
4774,Mahindra Xylo E8 BS IV,Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,2.75,10833.33
4775,Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.85,5262.67
4776,Volkswagen Vento Petrol Highline,Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,2.95,5500.0
4777,Honda Accord 2.4 A/T,Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,4.85,5266.67
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,30.0,3928.33
4779,Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,19.9,5230.0
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,10.8,13285.71
4781,Maruti Alto LXI,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75,3262.19
4782,Audi A3 35 TDI Premium,Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,19.25,2857.57
4783,Renault Duster 85PS Diesel RxL,Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.5,6631.4
4784,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.75,5428.57
4785,Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.0,3625.0
4786,Ford Figo Diesel ZXI,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.2,2500.0
4787,Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,5.84,5652.6
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,24.0,4750.0
4789,Hyundai Verna SX CRDi AT,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,6.25,3727.27
4790,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,36.0,3785.71
4791,Mitsubishi Lancer GLXD,Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,3.0,6250.0
4792,Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.0,18615.38
4793,Maruti Ciaz VDi Plus,Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.5,11250.0
4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.4,2200.0
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,37.92,4387.2
4796,Volkswagen Vento Petrol Highline AT,Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,5.25,4100.0
4797,Hyundai i20 1.2 Asta,Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5,3916.67
4798,BMW X5 3.0d,Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.0,7857.14
4799,Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,5.56,5745.0
4800,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,22.0,4800.0
4801,Land Rover Freelander 2 SE,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,22.0,5666.67
4802,Hyundai i10 Magna,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65,3416.67
4803,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.85,6957.3
4804,Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.95,10454.55
4805,Mahindra XUV500 W8 2WD,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5,4329.91
4806,Maruti Omni 8 Seater BSII,Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,0.85,3506.53
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,7.25,8000.0
4808,Maruti Swift VDI,Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5,8624.36
4809,Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.25,5882.85
4810,Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,26.0,4000.0
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.66,4766.5
4812,Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.85,4534.8
4813,Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,23.68,8012.7
4814,Land Rover Freelander 2 SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,15.75,6800.0
4815,Volkswagen Vento Diesel Comfortline,Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,3.5,6818.18
4816,BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,6.99,2823.53
4817,Hyundai Elantra CRDi SX,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,15.57,10467.75
4818,Tata Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,5.29,10616.38
4819,Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.25,2142.86
4820,BMW X5 xDrive 30d,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,20.0,7857.14
4821,BMW 6 Series 630i Coupe,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,47.5,491.67
4822,Maruti Alto Vxi 1.1,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,1.22,4935.86
4823,Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.65,5891.45
4824,Datsun GO Plus A,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,3.1,5000.0
4825,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.5,5714.29
4826,Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.46,2984.5
4827,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.38,6790.1
4828,Volkswagen Polo GT TDI,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,4.8,7651.67
4829,Honda Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5,7888.89
4831,Maruti Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.95,2777.78
4832,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65,16363.64
4833,Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0,7277.78
4834,Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.0,5416.67
4835,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75,10707.0
4836,Maruti Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,3.1,4642.86
4837,Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.61,7816.17
4838,Honda Brio S MT,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.29,4586.88
4839,Nissan Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.13,3583.33
4840,Maruti Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1,3600.0
4841,BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.95,7416.67
4842,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35,777.78
4843,Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.9,6496.67
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,2.8,4111.11
4845,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,8.75,4142.86
4846,Audi A4 2.0 TDI,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,19.5,5200.0
4847,Honda Brio S MT,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.75,3280.7
4848,Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,8.0,8600.0
4849,Honda City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7,7388.89
4850,BMW X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,12.5,8545.45
4851,Chevrolet Spark 1.0 LT,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1.75,2416.67
4852,Ford Figo Diesel EXI,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1.9,8260.69
4853,Maruti Swift VXI BSIV,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.5,4512.5
4854,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,30.3,2041.12
4855,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,16.0,4000.0
4856,BMW X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.78,6969.33
4857,Hyundai EON Era Plus,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,6835.0
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,43.0,2333.33
4859,Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.38,3996.17
4860,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65,3013.1
4861,Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.3,421.67
4862,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,34.0,4875.0
4863,Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,0.7,6363.64
4864,Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.83,5376.17
4865,Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.77,6711.86
4866,Maruti Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.1,7133.33
4867,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.95,3166.67
4868,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,16.25,8800.0
4869,Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,52.54,7671.27
4870,Mahindra XUV500 W8 2WD,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.4,10666.67
4871,Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,6.95,5916.67
4872,Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,0.85,3333.33
4873,Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.95,2285.71
4874,Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.45,13666.67
4875,Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.75,5333.33
4876,Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,4.95,4500.0
4877,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,9.62,3495.4
4878,Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.79,2389.29
4879,Maruti Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.5,5360.11
4880,Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.01,5825.67
4881,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.4,6181.82
4882,Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.49,14363.64
4883,Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.66,3494.0
4884,Hyundai Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5,3125.0
4885,Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0,8142.86
4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.19,11415.6
4888,Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.25,6781.57
4889,Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,45.0,5555.56
4890,Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.7,4769.23
4891,Hyundai i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.39,6580.7
4892,Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.69,9085.33
4893,BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,58.54,1990.4
4894,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.4,4000.0
4895,Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5,6629.18
4896,Honda Brio V MT,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,5363.64
4897,Ford Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,3.25,3666.67
4898,Maruti Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,5255.57
4899,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,18.5,4555.56
4901,Honda Brio S MT,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25,5831.25
4902,Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85,600.0
4903,Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.14,1644.33
4905,Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,7.0,8565.62
4906,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.0,3000.0
4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0,4833.33
4908,Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,3.53,7037.0
4909,Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.35,7375.0
4910,Volkswagen Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.5,7500.0
4911,Honda City V MT,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9,6272.73
4912,Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.26,7507.57
4913,Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,3.99,6444.44
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,46.95,4000.0
4915,Ford Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.8,8192.75
4916,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,6.75,6800.8
4917,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.75,3708.5
4918,Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2,5500.0
4919,Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42,3231.17
4921,Hyundai i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75,3428.71
4922,Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75,1133.33
4923,Nissan Micra Active XV S,Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3.5,3562.5
4924,Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,30.0,7333.33
4925,Land Rover Discovery Sport TD4 S,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,35.0,3666.67
4926,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25,8876.6
4927,Skoda Rapid 1.6 TDI Active,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65,4500.0
4928,Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,7250.0
4929,Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7,9857.14
4930,Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.21,10165.5
4931,Mahindra TUV 300 T8,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.3,9571.43
4932,Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.72,5681.56
4933,BMW X5 xDrive 30d,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,28.0,4583.33
4934,Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.37,5016.4
4935,Toyota Fortuner 4x4 MT,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14.0,6213.64
4936,Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,36.0,6250.0
4937,Honda Jazz 1.5 V i DTEC,Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.4,12125.0
4938,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,51.69,7029.75
4939,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8.0,8068.67
4940,Chevrolet Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,9.8,5636.82
4941,Chevrolet Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.7,5568.18
4942,Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,24.37,3163.22
4943,Skoda Rapid 1.6 MPI AT Style,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.72,4297.6
4944,Maruti Swift Dzire VDI,Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.0,21888.89
4945,Toyota Fortuner 3.0 Diesel,Pune,2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.5,9871.79
4946,Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,3.9,14545.45
4947,Honda City 1.5 V MT Exclusive,Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.65,6144.55
4948,Mercedes-Benz M-Class ML 250 CDI,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,29.95,4727.27
4949,Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.0,6666.67
4950,Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,6.0,10008.0
4951,Hyundai i10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.11,3428.57
4952,Fiat Punto 1.4 Emotion,Kolkata,2010,47000,Petrol,Manual,First,14.6,1497.0,98.6,5.0,1.49,3615.38
4953,Maruti Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,8333.33
4955,Maruti Swift VXI BSIV,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,2.85,4706.47
4956,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,33.64,4415.5
4957,Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.91,8000.0
4958,Maruti Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2.42,5077.78
4959,Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3.25,722.22
4960,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.8,3800.0
4961,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.3,2004.5
